"Id";"AccountId";"AccountName";"AccountType";"Date";"Description";"OriginalDescription";"MainCategoryId";"MainCategoryName";"CategoryId";"CategoryName";"CategoryType";"ExpenseType";"Amount";"Balance";"CounterEntryId";"Comment";"Tags";"Extraordinary";"SplitGroupId";"CustomDate";"Currency";"OriginalAmount";"OriginalCurrency"
"638397803466627599";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Tandforsikring - LAH";"Tandforsikring - LAH";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"60,00";"27918,95";"638397802336662858";"";"";"No";"";"";"DKK";"60,00";"DKK"
"638397803466627600";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Spotify";"Spotify, iCloud - LAH";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"97,00";"27858,95";"638397802336662859";"";"";"No";"";"";"DKK";"97,00";"DKK"
"638397803466627601";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Bilforsikr, afgift - LAH";"Bilforsikr, afgift - LAH";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"250,00";"27761,95";"638397802336662860";"";"";"No";"";"";"DKK";"250,00";"DKK"
"638397803466627602";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Hus, indboforsikr - LAH";"Hus, indboforsikr - LAH";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"347,00";"27511,95";"638397802336662861";"";"";"No";"";"";"DKK";"347,00";"DKK"
"638397803466627603";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"El, vand og varme - LAH";"El, vand og varme - LAH";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"1084,00";"27164,95";"638397802336662862";"";"";"No";"";"";"DKK";"1084,00";"DKK"
"638397803466627604";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Ejendomsskat - LAH";"Ejendomsskat - LAH";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"1224,50";"26080,95";"638397802336662863";"";"";"No";"";"";"DKK";"1224,50";"DKK"
"638397803466627605";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Vuggestue - LAH";"Vuggestue - LAH";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"2010,50";"24856,45";"638397802336662864";"";"";"No";"";"";"DKK";"2010,50";"DKK"
"638397803466627606";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Tandforsikring - PRM";"Tandforsikring - PRM";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"60,00";"22845,95";"638398672639830273";"";"";"No";"";"";"DKK";"60,00";"DKK"
"638397803466627607";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Spotify";"Spotify, iCloud - PRM";"17";"Privatforbrug";"163";"Film, musik & læsestof";"Expense";"Variable";"97,00";"22785,95";"";"";"";"No";"";"";"DKK";"97,00";"DKK"
"638397803466627608";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Bilforsikr, afgift - PRM";"Bilforsikr, afgift - PRM";"13";"Transport";"125";"Bilforsikring & autohjælp";"Expense";"Fixed";"250,00";"22688,95";"";"";"";"No";"";"";"DKK";"250,00";"DKK"
"638397803466627609";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Hus, indboforsikr - PRM";"Hus, indboforsikr - PRM";"12";"Bolig";"118";"Husforsikring";"Expense";"Fixed";"347,00";"22438,95";"";"";"";"No";"";"";"DKK";"347,00";"DKK"
"638397803466627610";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"El, vand og varme - PRM";"El, vand og varme - PRM";"12";"Bolig";"115";"El, vand, varme & renovation";"Expense";"Fixed";"1084,00";"22091,95";"";"";"";"No";"";"";"DKK";"1084,00";"DKK"
"638397803466627611";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Ejendommensskat - PRM";"Ejendommensskat - PRM";"12";"Bolig";"117";"Ejendomsskat";"Expense";"Fixed";"1224,50";"21007,95";"";"";"";"No";"";"";"DKK";"1224,50";"DKK"
"638397803466627612";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Vuggestue - PRM";"Vuggestue - PRM";"16";"Andre leveomkostninger";"143";"Institution";"Expense";"Fixed";"2010,50";"19783,45";"";"";"";"No";"";"";"DKK";"2010,50";"DKK"
"638397803466627613";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"iCloud";"iCloud";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-69,00";"17772,95";"638397802336662868";"";"";"No";"";"";"DKK";"-69,00";"DKK"
"638397803466627614";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Tryg";"Tryg";"12";"Bolig";"119";"Indbo- & familieforsikring";"Expense";"Fixed";"-469,64";"17841,95";"";"";"";"No";"";"";"DKK";"-469,64";"DKK"
"638397803466813209";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Tryg";"Tryg";"12";"Bolig";"119";"Indbo- & familieforsikring";"Expense";"Fixed";"-1632,16";"18311,59";"";"";"";"No";"";"";"DKK";"-1632,16";"DKK"
"638397803466813210";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Ok A.M.B.A";"Ok A.M.B.A.";"13";"Transport";"124";"Brændstof";"Expense";"Variable";"-1140,75";"19943,75";"";"";"";"No";"";"";"DKK";"-1140,75";"DKK"
"638397803466813211";"637674667682955970";"Faste Fællesudgifter";"Consumption";"02-01-2024";"Tryg";"Tryg";"12";"Bolig";"119";"Indbo- & familieforsikring";"Expense";"Fixed";"-1757,52";"21084,50";"";"";"";"No";"";"";"DKK";"-1757,52";"DKK"
"638402948222415113";"637674667682955970";"Faste Fællesudgifter";"Consumption";"08-01-2024";"Hvidovre kommune";"Hvidovre kommune";"16";"Andre leveomkostninger";"143";"Institution";"Expense";"Fixed";"-6270,00";"21648,95";"";"";"";"No";"";"";"DKK";"-6270,00";"DKK"
"638410800647196259";"637674667682955970";"Faste Fællesudgifter";"Consumption";"16-01-2024";"Motorafgift";"Motorafgift";"10";"Vis ikke";"100";"Kontooverførsel";"Exclude";"None";"-1317,69";"20331,26";"638410799868471679";"";"";"No";"";"";"DKK";"-1317,69";"DKK"
